zipcode,centile,superzip,rank,adultpop,households,college,income,primary_city,state,county,latitude,longitude
55301,0.8399313499162382,0,4051,7777,4113,29.9,97688,Albertville,MN,Wright County,45.23,-93.66
01452,0.8399014150001225,0,4052,3526,1682,30.6,93387,Hubbardston,MA,Worcester County,42.48,-72.01
07860,0.8398499717124372,0,4053,20710,9646,34.1,82716,Newton,NJ,Sussex County,41.05,-74.75
87111,0.8398497034988041,0,4054,46065,24198,49.5,67414,Albuquerque,NM,Bernalillo County,35.14,-106.49
21644,0.8398404170926967,0,4055,103,55,40.8,73480,Ingleside,MD,Queen Anne's County,39.11,-75.87
23356,0.8398320290052712,0,4056,1185,581,40.6,73642,Greenbackville,VA,Accomack County,38,-75.41
24176,0.839701208762595,0,4057,1308,649,42.9,71594,Union Hall,VA,Franklin County,37,-79.68
07083,0.8395949345101423,0,4058,45164,19235,34.7,81359,Union,NJ,Union County,40.69,-74.26
33325,0.8395698989312892,0,4059,22909,9264,37.1,77357,Fort Lauderdale,FL,Broward County,26.11,-80.32
03850,0.8395252911484421,0,4060,315,169,39.7,74297,Melvin Village,NH,Carroll County,43.69,-71.3
98686,0.8395243967740903,0,4061,14759,7356,36.4,78411,Vancouver,WA,Clark County,45.72,-122.61
17235,0.8395086663367982,0,4062,363,185,32.9,85221,Marion,PA,Franklin County,39.86,-77.7
51250,0.8394298174275638,0,4063,6206,2763,38.4,75647,Sioux Center,IA,Sioux County,43.07,-96.17
90603,0.8394065641877981,0,4064,15927,6682,30.2,95354,Whittier,CA,Los Angeles County,33.94,-117.99
02814,0.8394040003804419,0,4065,6072,2750,30.5,93468,Chepachet,RI,Providence County,41.91,-71.7
20111,0.8394036646202975,0,4066,25786,10060,31.9,88100,Manassas,VA,Prince William County,38.75,-77.43
94558,0.8393911123180844,0,4067,53922,23988,33.6,83491,Napa,CA,Napa County,38.55,-122.15
21702,0.839354844797817,0,4068,31499,15677,40.2,73834,Frederick,MD,Frederick County,39.48,-77.46
10928,0.8393410066475904,0,4069,3291,1848,39.5,74423,Highland Falls,NY,Orange County,41.35,-74
32940,0.83930341876652,0,4070,31135,14939,45.6,69508,Melbourne,FL,Brevard County,28.21,-80.8
10919,0.8392959704130125,0,4071,1136,455,29.4,100341,Circleville,NY,Orange County,41.52,-74.38
91387,0.8392255958731754,0,4072,31006,13275,32.1,87346,Canyon Country,CA,Los Angeles County,34.4,-118.4
98358,0.839149631740319,0,4073,798,453,58.8,64159,Nordland,WA,Jefferson County,48.06,-122.71
93067,0.8390989289984991,0,4074,552,342,55.8,64904,Summerland,CA,Santa Barbara County,34.42,-119.59
35035,0.8389537134704554,0,4075,1135,476,33.8,82885,Brierfield,AL,Bibb County,33.06,-86.98
60442,0.8388990535905666,0,4076,7435,3370,30.9,91702,Manhattan,IL,Will County,41.42,-87.98
95409,0.8388506503868074,0,4077,21951,12043,45.3,69660,Santa Rosa,CA,Sonoma County,38.45,-122.59
03287,0.8388501036056009,0,4078,1200,628,52.1,66250,Wilmot,NH,Merrimack County,43.45,-71.91
50624,0.8387936510326824,0,4079,1263,721,35.1,80284,Dike,IA,Grundy County,42.46,-92.63
06413,0.8387069263044382,0,4080,10412,5325,37.7,76297,Clinton,CT,Middlesex County,41.27,-72.53
51645,0.8386903320612416,0,4081,208,112,29.2,101250,Imogene,IA,Fremont County,40.87,-95.42
90807,0.8386514356523825,0,4082,25410,12570,38.7,75057,Long Beach,CA,Los Angeles County,33.83,-118.18
53508,0.8385337490059106,0,4083,3982,2068,33.8,82778,Belleville,WI,Dane County,42.86,-89.53
46748,0.8385195233263572,0,4084,3693,1819,36,78625,Huntertown,IN,Allen County,41.23,-85.16
03457,0.8385090477081415,0,4085,563,275,49.5,67159,Nelson,NH,Cheshire County,42.99,-72.12
92881,0.8384051104646533,0,4086,25017,9765,30.2,94498,Corona,CA,Riverside County,33.83,-117.5
60169,0.8383467148217058,0,4087,26035,11752,42.1,72002,Hoffman Estates,IL,Cook County,42.04,-88.12
75088,0.8383378332013149,0,4088,19909,8842,32.3,86140,Rowlett,TX,Dallas County,32.9,-96.55
08223,0.8382886564179597,0,4089,3312,1682,40.1,73696,Marmora,NJ,Cape May County,39.26,-74.66
30028,0.8382853920009146,0,4090,17414,8067,35.7,79043,Cumming,GA,Forsyth County,34.29,-84.18
10588,0.838242973808158,0,4091,2276,1078,37.3,76777,Shrub Oak,NY,Westchester County,41.34,-73.82
50007,0.8382402946294357,0,4092,377,171,32.1,86806,Alleman,IA,Polk County,41.81,-93.61
95655,0.8382191087059527,0,4093,2988,1347,36.1,78375,Mather,CA,Sacramento County,38.54,-121.28
20732,0.8381917430205785,0,4094,7534,3458,29.5,98782,Chesapeake Beach,MD,Calvert County,38.68,-76.53
49648,0.8381739753426265,0,4095,1740,858,47.2,68393,Kewadin,MI,Antrim County,44.93,-85.36
48316,0.8380838708259768,0,4096,21159,10633,37.1,76953,Utica,MI,Macomb County,42.69,-83.06
52543,0.8380666223188853,0,4097,228,106,31,90761,Cedar,IA,Mahaska County,41.2,-92.5
18354,0.8380352980163945,0,4098,849,391,31.6,88250,Sciota,PA,Monroe County,40.92,-75.32
33706,0.8379878370118325,0,4099,14583,8439,45,69691,Saint Petersburg,FL,Pinellas County,27.74,-82.75
51030,0.8378793692249575,0,4100,1337,656,34.1,82024,Lawton,IA,Woodbury County,42.47,-96.18
32080,0.8377713934919844,0,4101,19616,9863,48.8,67399,Saint Augustine,FL,St. Johns County,29.8,-81.26
68358,0.8377354992027608,0,4102,1423,609,28.2,107250,Firth,NE,Lancaster County,40.53,-96.6
03782,0.8377293973413433,0,4103,2465,1382,45,69630,Sunapee,NH,Sullivan County,43.38,-72.08
93420,0.8376830141218552,0,4104,24149,11817,36.4,77887,Arroyo Grande,CA,San Luis Obispo County,35.16,-120.43
51575,0.8376661344086425,0,4105,1072,561,38.7,74792,Treynor,IA,Pottawattamie County,41.23,-95.6
28411,0.8376583394482073,0,4106,27625,14027,43.7,70564,Wilmington,NC,New Hanover County,34.3,-77.79
36528,0.8376305305199987,0,4107,1102,531,35.4,79323,Dauphin Island,AL,Mobile County,30.25,-88.11
55016,0.8376293482103458,0,4108,25537,11864,31.2,89585,Cottage Grove,MN,Washington County,44.81,-92.92
03464,0.8375426579948893,0,4109,894,435,32.6,85096,Stoddard,NH,Cheshire County,43.08,-72.1
68428,0.8375167240973471,0,4110,959,456,30.2,93750,Raymond,NE,Lancaster County,40.95,-96.78
11364,0.8374956920023497,0,4111,28941,13385,43,71030,Oakland Gardens,NY,Queens County,40.75,-73.76
37931,0.8374908656349949,0,4112,21706,11245,42.8,71140,Knoxville,TN,Knox County,35.98,-84.13
01355,0.8374891750012607,0,4113,742,392,44,70313,New Salem,MA,Franklin County,42.5,-72.33
04351,0.8374619631443767,0,4114,2103,1058,43.8,70455,Manchester,ME,Kennebec County,44.32,-69.86
66542,0.8374489690783802,0,4115,2582,1162,34.2,81583,Tecumseh,KS,Shawnee County,39,-95.53
98346,0.8373994447018761,0,4116,8122,3886,35.2,79577,Kingston,WA,Kitsap County,47.81,-122.53
14559,0.8373626185674032,0,4117,14670,6740,36.8,77167,Spencerport,NY,Monroe County,43.18,-77.8
80829,0.8373356335089075,0,4118,4840,2702,49.8,66829,Manitou Springs,CO,El Paso County,38.85,-104.91
78676,0.8373106418105697,0,4119,10945,5539,42.9,71051,Wimberley,TX,Hays County,29.99,-98.1
48350,0.837272255204845,0,4120,5526,2750,35.3,79355,Davisburg,MI,Oakland County,42.75,-83.54
55121,0.837210595144847,0,4121,6586,3654,45.5,69191,Saint Paul,MN,Dakota County,44.85,-93.15
49129,0.8371712185150765,0,4122,488,270,43.8,70370,Union Pier,MI,Berrien County,41.81,-86.68
89704,0.8371584699829235,0,4123,3515,1765,31.9,86815,Washoe Valley,NV,Washoe County,39.26,-119.79
75454,0.8371447738281788,0,4124,6114,2602,31.2,89274,Melissa,TX,Collin County,33.28,-96.57
12833,0.8371397576404955,0,4125,3400,1715,34.7,80469,Greenfield Center,NY,Saratoga County,43.13,-73.85
60084,0.8371364838557254,0,4126,12815,6196,36.8,77105,Wauconda,IL,Lake County,42.26,-88.13
85212,0.8371231924867012,0,4127,21509,9035,32.8,84450,Mesa,AZ,Maricopa County,33.33,-111.63
02675,0.8371167085193392,0,4128,5491,3031,46.3,68638,Yarmouth Port,MA,Barnstable County,41.7,-70.22
07422,0.8370773161122346,0,4129,5157,2463,32.1,86250,Highland Lakes,NJ,Sussex County,41.17,-74.44
65054,0.8370057804634697,0,4130,560,292,33.2,83457,Loose Creek,MO,Osage County,38.5,-91.95
84325,0.8369870336082548,0,4131,1350,604,37,76765,Mendon,UT,Cache County,41.71,-111.98
91745,0.8369643946962131,0,4132,43838,16204,34.2,81397,Hacienda Heights,CA,Los Angeles County,34,-117.97
54173,0.8369601575115164,0,4133,3248,1649,35,79795,Suamico,WI,Brown County,44.63,-88.05
23236,0.8369531972675869,0,4134,20697,9895,37.1,76572,Richmond,VA,Chesterfield County,37.48,-77.59
27526,0.8369513818947643,0,4135,33234,15489,38,75413,Fuquay Varina,NC,Wake County,35.54,-78.83
02832,0.8369436268705089,0,4136,3795,1923,32.4,85324,Hope Valley,RI,Washington County,41.51,-71.72
08039,0.8369307678975415,0,4137,65,28,46.2,68676,Harrisonville,NJ,Gloucester County,39.69,-75.28
37153,0.8369261234618508,0,4138,4534,2059,34,81849,Rockvale,TN,Rutherford County,35.75,-86.55
63376,0.8368976509020163,0,4139,57350,28249,36.3,77741,Saint Peters,MO,St. Charles County,38.77,-90.6
02779,0.8368680266009814,0,4140,5068,2388,31.1,89597,Berkley,MA,Bristol County,41.85,-71.08
02790,0.8368523252530873,0,4141,12968,6239,34.6,80569,Westport,MA,Bristol County,41.66,-71.1
67658,0.8366687507296489,0,4142,108,70,33,83750,Paradise,KS,Russell County,39.11,-98.91
78608,0.8366543155080877,0,4143,344,162,28,108110,Briggs,TX,Burnet County,30.94,-97.93
12018,0.8366443309575708,0,4144,5759,2825,30.7,91075,Averill Park,NY,Rensselaer County,42.63,-73.55
13732,0.8366101800574863,0,4145,6174,2946,34.3,81106,Apalachin,NY,Tioga County,42.07,-76.16
84065,0.8365956585539622,0,4146,27508,10998,30.1,93646,Riverton,UT,Salt Lake County,40.5,-111.94
44406,0.8364730272106595,0,4147,17427,8725,42.1,71464,Canfield,OH,Mahoning County,41.02,-80.76
96813,0.8364715687987099,0,4148,19454,9986,44,70110,Honolulu,HI,Honolulu County,21.32,-157.85
61451,0.8364466688057244,0,4149,344,167,29.1,100125,Laura,IL,Peoria County,40.94,-89.94
94503,0.8364319441698174,0,4150,14969,5505,30.5,91802,American Canyon,CA,Napa County,38.18,-122.25
73150,0.8364287260985637,0,4151,3577,1649,33.5,82589,Oklahoma City,OK,Oklahoma County,35.4,-97.33
93023,0.8364179625450523,0,4152,16940,7766,41.9,71661,Ojai,CA,Ventura County,34.51,-119.29
50327,0.8364128960672449,0,4153,8597,4329,34.7,80182,Pleasant Hill,IA,Polk County,41.58,-93.49
50102,0.8363112504731431,0,4154,77,56,28.6,102813,Garden City,IA,Hardin County,42.25,-93.4
55088,0.8362262587800927,0,4155,1411,693,33.3,82938,Webster,MN,Rice County,44.52,-93.38
47630,0.8362203003932103,0,4156,27048,13680,38.6,74469,Newburgh,IN,Warrick County,37.95,-87.35
53146,0.8361841763474819,0,4157,6381,3095,33,83586,New Berlin,WI,Waukesha County,42.97,-88.16
01542,0.836155924176424,0,4158,1858,828,29.1,100000,Rochdale,MA,Worcester County,42.2,-71.9
56047,0.8360859450545828,0,4159,120,69,33.9,81750,Huntley,MN,Faribault County,43.73,-94.23
50134,0.8360534369633816,0,4160,501,255,42.3,71250,Kelley,IA,Story County,41.95,-93.66
55445,0.8360275508906898,0,4161,8140,3780,34.2,81092,Minneapolis,MN,Hennepin County,45.12,-93.38
18104,0.8360127784299327,0,4162,35640,16351,41.1,72375,Allentown,PA,Lehigh County,40.61,-75.55
06492,0.8359908149825191,0,4163,37731,18458,36.5,77181,Wallingford,CT,New Haven County,41.44,-72.81
11542,0.8359868272760007,0,4164,21917,9742,37.6,75685,Glen Cove,NY,Nassau County,40.86,-73.63
30127,0.8359654742119724,0,4165,48368,21659,37.3,76150,Powder Springs,GA,Cobb County,33.86,-84.68
94133,0.8359585948266133,0,4166,24439,12982,50.1,66422,San Francisco,CA,San Francisco County,37.8,-122.41
37201,0.8359573262349964,0,4167,1538,561,45.1,69180,Nashville,TN,Davidson County,36.17,-86.78
12158,0.8359253969725121,0,4168,5539,2601,32.2,85458,Selkirk,NY,Albany County,42.53,-73.8
21078,0.8358886650086761,0,4169,14779,7589,37,76416,Havre De Grace,MD,Harford County,39.54,-76.09
15484,0.8358697801023072,0,4170,58,47,46.6,68203,Uledi,PA,Fayette County,39.89,-79.78
61745,0.8358384784796045,0,4171,3304,1596,35.8,78235,Heyworth,IL,McLean County,40.31,-88.97
03237,0.8358369682984752,0,4172,1722,787,38.5,74460,Gilmanton,NH,Belknap County,43.42,-71.41
08343,0.8358295066329038,0,4173,3994,1659,28.2,105329,Monroeville,NJ,Gloucester County,39.64,-75.16
84062,0.8358042930667298,0,4174,30073,12862,42,71420,Pleasant Grove,UT,Utah County,40.46,-111.63
76633,0.835749732780871,0,4175,3991,1870,32.6,84342,China Spring,TX,McLennan County,31.67,-97.31
79738,0.8357482132320159,0,4176,191,106,41.7,71667,Gail,TX,Borden County,32.77,-101.45
77316,0.8357436762790171,0,4177,15178,7294,31.7,86719,Montgomery,TX,Montgomery County,30.31,-95.69
54313,0.8357329605503541,0,4178,28398,14440,34.8,79744,Green Bay,WI,Brown County,44.59,-88.12
81301,0.8356839681639302,0,4179,25194,12229,51.8,65827,Durango,CO,La Plata County,37.27,-107.88
66402,0.8356664795463944,0,4180,2253,1199,34.1,81250,Auburn,KS,Shawnee County,38.9,-95.81
22508,0.8356424551923135,0,4181,11053,5421,33.8,81726,Locust Grove,VA,Orange County,38.33,-77.79
40222,0.8356103849205562,0,4182,17391,9899,55.3,64557,Louisville,KY,Jefferson County,38.27,-85.62
49071,0.8355905686617836,0,4183,6682,3283,39.8,73395,Mattawan,MI,Van Buren County,42.21,-85.78
95404,0.8355443565271712,0,4184,33102,16479,41.1,72272,Santa Rosa,CA,Sonoma County,38.53,-122.69
04071,0.8354931203162062,0,4185,4299,2112,40.5,72717,Raymond,ME,Cumberland County,43.9,-70.47
19128,0.8354701362762897,0,4186,31353,15501,47.8,67530,Philadelphia,PA,Philadelphia County,40.05,-75.23
50643,0.8354503333295733,0,4187,2058,1009,32.7,83819,Hudson,IA,Black Hawk County,42.36,-92.46
23177,0.8354472015402854,0,4188,382,188,34.3,80682,Walkerton,VA,King and Queen County,37.72,-77.02
21762,0.8353551317666446,0,4189,263,102,26.3,143438,Libertytown,MD,Frederick County,39.48,-77.25
22720,0.83532149313497706,0,4190,776,303,27,120625,Goldvein,VA,Fauquier County,38.44,-77.65
06758,0.8353196126809223,0,4191,291,148,30.1,93000,Lakeside,CT,Litchfield County,41.68,-73.23
01501,0.8352586665426774,0,4192,13356,6642,38.3,74576,Auburn,MA,Worcester County,42.2,-71.83
04222,0.8352487125606074,0,4193,2988,1573,39.3,73750,Durham,ME,Androscoggin County,43.92,-70.12
46106,0.8352197849249288,0,4194,4102,2116,34.5,80176,Bargersville,IN,Johnson County,39.51,-86.16
15126,0.8351520644187462,0,4195,5771,3162,38.9,73973,Imperial,PA,Allegheny County,40.45,-80.25
65256,0.8351346778605087,0,4196,1246,581,34.9,79353,Harrisburg,MO,Boone County,39.14,-92.45
11719,0.834975002952062,0,4197,2901,1124,33.5,82083,Brookhaven,NY,Suffolk County,40.78,-72.91
05742,0.834964068313673,0,4198,548,247,33.4,82212,East Wallingford,VT,Rutland County,43.43,-72.87
22193,0.8349225671750491,0,4199,59610,23400,29.7,94614,Woodbridge,VA,Prince William County,38.64,-77.35
32459,0.8348429086943754,0,4200,11168,5893,41.8,71370,Santa Rosa Beach,FL,Walton County,30.37,-86.22
95060,0.8348138720969374,0,4201,40397,18699,53,65237,Santa Cruz,CA,Santa Cruz County,37.04,-122.1
56063,0.8348047197976478,0,4202,2257,1160,35.8,77941,Madison Lake,MN,Blue Earth County,44.2,-93.81
33180,0.8347668213014887,0,4203,26303,14872,52.7,65374,Miami,FL,Miami-Dade County,25.96,-80.14
03258,0.8346802706162436,0,4204,2021,984,34.4,80147,Chichester,NH,Merrimack County,43.25,-71.39
49085,0.8346694207807613,0,4205,18871,10014,46.2,68228,Saint Joseph,MI,Berrien County,42.03,-86.45
36561,0.8346692058153711,0,4206,5643,2922,44.9,69088,Orange Beach,AL,Baldwin County,30.28,-87.59
22625,0.8346590807484261,0,4207,2773,1422,36,77375,Cross Junction,VA,Frederick County,39.32,-78.29
94513,0.8346440563442092,0,4208,45044,19579,29.4,96827,Brentwood,CA,Contra Costa County,37.87,-121.68
01098,0.834570536703025,0,4209,1024,556,36.6,76563,Worthington,MA,Hampshire County,42.41,-72.93
33472,0.8345703986518753,0,4210,16871,7946,40.4,72633,Boynton Beach,FL,Palm Beach County,26.53,-80.19
92123,0.8345180225327145,0,4211,25139,11571,39.7,73272,San Diego,CA,San Diego County,32.8,-117.13
52002,0.8344813383937235,0,4212,12168,6384,41.3,71742,Dubuque,IA,Dubuque County,42.52,-90.77
68360,0.8344607524996785,0,4213,404,207,29.8,93661,Garland,NE,Seward County,40.94,-96.98
87506,0.8344491276055451,0,4214,10697,5639,46.5,67997,Santa Fe,NM,Santa Fe County,35.81,-105.98
92117,0.8343982789239102,0,4215,45539,20793,41.5,71472,San Diego,CA,San Diego County,32.82,-117.2
84326,0.8343593588490414,0,4216,1263,520,34.9,79100,Millville,UT,Cache County,41.67,-111.82
50244,0.8343337340875294,0,4217,1285,661,36.2,77083,Slater,IA,Story County,41.88,-93.68
05072,0.8343124963948623,0,4218,434,223,43.4,70078,Strafford,VT,Orange County,43.87,-72.38
79056,0.8343024654985519,0,4219,64,24,39,73750,Lipscomb,TX,Lipscomb County,36.23,-100.27
28210,0.8342970829822602,0,4220,38108,20658,54.8,64490,Charlotte,NC,Mecklenburg County,35.13,-80.86
63130,0.8342236244779744,0,4221,23943,12213,59.6,63259,Saint Louis,MO,St. Louis County,38.67,-90.33
53517,0.8342151821561025,0,4222,1373,704,36.6,76447,Blue Mounds,WI,Dane County,43.02,-89.82
98370,0.8342122441314777,0,4223,23944,11972,36.9,76055,Poulsbo,WA,Kitsap County,47.75,-122.61
95624,0.8341849514160152,0,4224,47900,19514,30.8,89075,Elk Grove,CA,Sacramento County,38.44,-121.3
84087,0.8341425504796522,0,4225,10615,4705,31.6,86158,Woods Cross,UT,Davis County,40.89,-111.93
01835,0.8341424681420195,0,4226,10042,5182,35.8,77697,Haverhill,MA,Essex County,42.75,-71.09
06481,0.8341240915597371,0,4227,896,487,37.3,75625,Rockfall,CT,Middlesex County,41.53,-72.69
08041,0.8340913236364049,0,4228,711,300,27.5,110500,Jobstown,NJ,Burlington County,40.03,-74.68
06471,0.8340850161773249,0,4229,6459,3078,35,78898,North Branford,CT,New Haven County,41.33,-72.77
45050,0.8340769850507732,0,4230,6713,3394,35.4,78281,Monroe,OH,Butler County,39.44,-84.34
66409,0.8340189266470261,0,4231,2410,1220,34.1,80625,Berryton,KS,Shawnee County,38.92,-95.58
12060,0.8340076986499455,0,4232,1207,636,41.4,71500,East Chatham,NY,Columbia County,42.42,-73.48
80455,0.8340006733247692,0,4233,424,254,52,65500,Jamestown,CO,Boulder County,40.11,-105.39
53130,0.8339460095005542,0,4234,6206,3182,41.5,71393,Hales Corners,WI,Milwaukee County,42.94,-88.04
92647,0.8339403750408161,0,4235,47697,21062,35.7,77761,Huntington Beach,CA,Orange County,33.72,-118
76179,0.8338901845674105,0,4236,40170,18335,32.2,84548,Fort Worth,TX,Tarrant County,32.91,-97.43
12422,0.8338892078554251,0,4237,339,130,33.9,81000,Durham,NY,Greene County,42.4,-74.19
95377,0.8338309995675222,0,4238,23044,9082,28.9,99411,Tracy,CA,San Joaquin County,37.62,-121.45
76712,0.8338035061849531,0,4239,19239,9873,43.3,70056,Woodway,TX,McLennan County,31.49,-97.23
97070,0.8337954232892191,0,4240,18750,9568,45.6,68434,Wilsonville,OR,Clackamas County,45.3,-122.78
18955,0.8337772498393292,0,4241,1446,653,37.5,75202,Richlandtown,PA,Bucks County,40.47,-75.32
92833,0.8337308784528403,0,4242,40008,16184,39.6,73162,Fullerton,CA,Orange County,33.88,-117.96
78610,0.8336610467498684,0,4243,23972,11243,36.4,76623,Buda,TX,Hays County,30.08,-97.83
08243,0.8336448637020085,0,4244,1789,1009,40.7,72153,Sea Isle City,NJ,Cape May County,39.15,-74.69
92003,0.833556801356569,0,4245,4133,1805,42.2,70817,Bonsall,CA,San Diego County,33.28,-117.19
03608,0.833526599705879,0,4246,2245,1176,44.1,69375,Walpole,NH,Cheshire County,43.08,-72.43
49283,0.8334787063052618,0,4247,3582,1257,38.5,73932,Spring Arbor,MI,Jackson County,42.2,-84.55
32828,0.8334781422676623,0,4248,48616,20904,44.1,69356,Orlando,FL,Orange County,28.53,-81.17
76208,0.8334735229770327,0,4249,17066,8018,37.7,74813,Denton,TX,Denton County,33.21,-97.06
93432,0.8333591007476069,0,4250,866,423,36.6,76250,Creston,CA,San Luis Obispo County,35.47,-120.48
04050,0.8333374622135468,0,4251,197,118,55.4,64167,Long Island,ME,Cumberland County,43.69,-70.15
30080,0.8333292506343926,0,4252,43227,24922,52.7,65159,Smyrna,GA,Cobb County,33.86,-84.51
33767,0.8333269284165503,0,4253,7362,4205,43.8,69541,Clearwater Beach,FL,Pinellas County,27.98,-82.82
94014,0.833272346929965,0,4254,40394,13835,31.7,85622,Daly City,CA,San Mateo County,37.69,-122.45
19734,0.8332523102824018,0,4255,8452,3795,30.7,88883,Townsend,DE,New Castle County,39.39,-75.69
49805,0.8331383855302752,0,4256,123,73,41.5,71250,Allouez,MI,Keweenaw County,47.37,-88.35
01757,0.8329626616807866,0,4257,21959,11086,36.7,75976,Milford,MA,Worcester County,42.14,-71.51
02840,0.8329346096840011,0,4258,19688,10531,52,65317,Newport,RI,Newport County,41.47,-71.3
03079,0.8328978155970448,0,4259,23663,11177,33.6,81202,Salem,NH,Rockingham County,42.78,-71.2
59867,0.8328873547699476,0,4260,74,28,29.7,93214,Saltese,MT,Mineral County,47.42,-115.5
12059,0.8328402734060483,0,4261,1357,646,32.2,84091,East Berne,NY,Albany County,42.61,-74.05
02916,0.8327904941279729,0,4262,7109,3749,42.8,70184,Rumford,RI,Providence County,41.84,-71.35
23314,0.8326614083995452,0,4263,6313,3105,35.6,77477,Carrollton,VA,Isle of Wight County,36.94,-76.56
93711,0.8326091649081396,0,4264,30509,15807,41.6,71028,Fresno,CA,Fresno County,36.84,-119.82
98314,0.8325844719918665,0,4265,2218,13,25.5,218750,Bremerton,WA,Kitsap County,47.55,-122.64
